Geneid	Trspfl_RNA_1	control_RPF_1	Trspfl_RPF_2	control_RPF_2	Trspfl_RNA_2	Trspfl_RPF_1	control_RNA_1	control_RNA_2
Upf1	621	587	828	330	551	537	437	557
Akap2	0	0	0	0	0	0	0	0
Draxin	0	0	0	0	0	1	0	0
Psd2	0	0	0	0	0	0	0	0
Noc4l	168	69	82	44	163	59	120	121
Crnkl1	376	100	258	155	371	171	240	301
Tssk3	0	0	0	0	0	0	0	0
Slc8a3	1	0	0	0	0	0	2	1
Clic6	5	0	1	1	1	0	2	1
Npsr1	0	0	0	0	0	0	0	0
Fcgbp	12	4	5	3	18	4	4	6
Prdx3	2882	1026	1226	611	2392	979	1414	1510
Chmp2b	419	88	235	102	350	151	239	414
Coq2	871	35	70	39	826	77	453	542
Top1mt	555	41	105	59	606	88	255	274
Fam83d	6	5	7	4	4	5	6	6
Efhc1	1	2	0	0	1	0	1	2
Thegl	0	0	0	0	0	0	0	0
Tmbim1	887	217	316	128	822	201	518	654
Cacna2d3	0	0	0	0	1	0	0	0
Gapvd1	759	309	522	251	736	402	477	577
Ift172	415	123	278	97	409	201	231	216
Ifitm5	1	0	0	0	2	0	1	5
Retnlb	0	0	0	0	0	0	0	0
Rpgrip1	6	1	2	1	10	1	3	5
Terb2	0	0	0	0	0	0	0	0
Tube1	16	1	9	0	30	3	11	8
Rab21	372	116	301	181	255	297	196	334
Luzp1	281	49	102	51	258	67	176	203
Adam21	0	0	0	0	0	0	1	0
Tpmt	890	238	364	220	801	288	475	657
Lipn	0	0	0	0	0	0	0	0
Rac2	76	21	40	19	90	13	61	60
Prss39	0	0	0	0	0	0	0	0
Rab3b	9	1	7	1	7	4	3	0
H2bl1	0	0	0	0	1	0	0	0
Cst12	0	0	0	0	0	0	0	0
Ofd1	61	13	24	20	60	15	33	56
Mpg	109	24	41	19	95	17	54	69
Sema3c	18	1	4	2	17	11	5	19
Atr	360	88	189	76	313	135	174	233
Atg12	865	117	201	118	756	171	484	684
Cdc42ep5	19	4	5	5	43	3	38	30
Zfp472	72	7	19	11	70	14	29	47
Acot10	0	0	0	0	2	0	1	2
Scamp2	268	85	105	38	247	76	198	202
Foxb1	0	0	0	0	0	0	0	0
Ccdc178	0	0	0	0	0	0	0	0
Kcnb1	14	1	1	1	14	2	16	23
Kcna3	1	0	1	0	2	1	1	1
Kcna2	45	4	7	6	51	8	28	30
Atp7a	127	44	94	35	137	66	86	87
Nxph2	0	0	0	0	0	0	0	0
Ndc80	14	4	6	1	14	9	7	6
Sit1	0	0	0	1	6	0	0	5
Rpp30	167	52	63	34	149	42	84	110
Klhl9	862	421	785	393	759	626	599	686
Bnc2	4	1	1	0	1	0	0	2
Trim21	184	49	68	21	186	58	118	127
Sla	54	13	7	5	61	9	41	49
Src	36	4	16	8	29	12	11	12
Sptlc1	668	152	290	130	676	242	400	464
Slc12a1	0	0	0	0	0	0	0	0
Fam186a	0	0	0	0	0	0	0	1
Gpr165	0	0	0	0	0	0	0	0
Acp6	605	140	289	142	704	188	349	547
Mllt1	207	43	49	22	194	38	150	187
Tia1	107	12	14	6	117	17	62	88
Depp1	688	258	98	266	403	106	993	1470
Oxct1	78	15	22	21	58	14	42	48
Nipal2	4	2	2	0	3	2	2	2
Simc1	121	29	47	20	103	21	69	98
Chil4	0	0	0	0	0	0	0	0
Nsf	352	127	269	121	372	194	190	233
Atox1	1388	774	951	464	1447	631	791	1025
Zfp609	148	16	37	18	148	30	86	135
Rhobtb2	88	8	16	11	91	13	48	56
Mal2	978	123	112	73	697	101	767	743
Lmf2	241	239	284	121	211	164	214	241
Utp15	182	70	120	61	165	85	102	143
Rfesd	246	11	11	10	270	16	124	135
9930012K11Rik	6	3	1	0	8	2	7	7
Pura	383	102	141	58	324	82	249	311
Psmb6	1719	1000	1013	511	1922	623	1045	1474
Psmb4	3757	1146	1846	817	3979	1067	2153	2548
Tstd3	337	57	150	62	361	71	175	230
Alkbh8	77	26	57	19	77	42	39	60
Tmem185a	264	33	66	37	251	60	154	189
Adgrg4	0	0	0	0	0	0	0	0
Plod3	394	134	173	120	394	130	274	317
Icos	27	0	0	1	22	0	11	12
Actl7b	0	0	0	0	0	0	0	0
Rgl3	362	61	81	30	453	42	192	195
Slc43a1	67	21	22	15	71	19	54	40
Rps13	12	2	0	0	4	0	3	2
Mpnd	1069	148	208	126	963	131	766	992
2700062C07Rik	72	17	19	11	60	12	51	71
Tnmd	0	0	0	0	0	0	0	0
Tmem144	62	17	28	12	70	21	29	27
Myh4	3	0	0	0	1	0	1	1
Klk1b21	0	0	0	0	0	0	0	0
Lzts1	3	1	1	0	6	2	1	2
Gabrb1	0	0	0	0	0	0	1	0
Psme2	518	96	149	80	470	97	185	354
Psme1	1491	542	1044	347	1358	608	658	824
Cyp2g1	26	1	14	1	51	9	4	7
Ccar2	271	95	192	73	294	98	156	160
Emd	151	108	94	59	176	66	122	149
Eln	54	12	57	4	60	25	21	19
Slx4	48	3	12	6	57	5	33	39
H60b	0	0	0	0	1	0	0	0
Epsti1	49	6	33	9	40	19	23	25
Ccdc183	2	0	0	0	1	0	0	0
Gmppb	439	237	205	130	463	163	459	353
Gsx2	0	0	0	0	0	0	1	0
Slc5a2	1	0	0	0	0	0	0	2
Ceacam19	2	0	0	0	0	0	0	0
Chd7	264	58	110	55	215	74	143	207
Clic5	25	11	3	2	25	3	7	15
Rbm31y	0	0	0	0	0	0	0	0
Mrpl44	337	149	260	83	393	142	259	298
2610524H06Rik	2	0	1	1	9	1	0	2
Zfhx4	212	22	44	27	245	59	141	188
Cpn1	2884	1802	1427	1149	2522	1062	2993	3302
Lmod2	6	0	0	0	0	0	0	1
Nat8f2	7204	742	1234	682	8528	606	9255	8605
H2-Q10	11381	4466	3312	3716	8737	2857	12366	17459
H2-DMb1	48	3	6	2	52	10	20	20
Muc2	0	0	0	0	0	1	0	0
Lgmn	1290	628	880	456	1576	530	754	984
Barx2	1	0	0	0	2	0	0	0
Acyp1	175	36	79	22	197	54	65	99
Metap2	916	135	362	179	934	287	486	613
Rps20	739	0	2	0	721	0	465	553
Rpl39l	1	0	0	0	0	0	0	1
Grik1	0	0	0	0	0	0	0	0
Timm44	823	161	391	177	850	212	399	571
Casp1	48	17	32	22	57	37	41	45
Fah	8878	5333	7255	3482	9666	4502	6688	7616
Ccdc187	0	0	0	0	0	0	0	0
Lrrc61	59	15	19	8	74	14	30	39
Ccdc157	149	42	21	12	158	17	178	145
Gm11837	16	0	0	0	11	0	5	8
Fbxl7	19	4	3	1	14	2	11	12
Olfr1508	0	0	0	0	0	0	0	0
Cox18	145	28	53	25	141	48	105	134
Tbck	157	84	135	83	136	117	120	100
Vdac2	849	384	475	209	863	327	545	595
Oas1f	0	0	0	0	0	0	0	0
Skint8	0	0	0	0	0	0	0	0
Tmem221	9	4	1	0	3	2	6	6
Pnma5	1	0	0	0	0	0	0	0
Olfr1202	0	0	0	0	0	0	0	0
Pcna	297	50	93	54	260	68	168	241
Zcchc8	251	29	152	51	269	80	148	187
Cdca8	16	5	14	2	17	8	15	11
Ntn4	107	43	69	42	113	48	57	44
Tmem248	1179	219	183	129	954	140	840	1071
Cyp2b13	0	0	0	0	0	0	0	0
Dhx40	636	220	358	213	504	296	417	493
Mocs1	1490	546	754	405	1475	552	1107	1082
Itfg2	96	45	59	31	81	50	70	98
Snx21	153	28	26	15	187	10	112	110
4930503E14Rik	0	0	0	0	0	0	0	0
Ppic	81	20	43	20	61	28	27	39
Ap3b2	0	1	0	0	0	0	0	0
2300009A05Rik	161	9	11	10	125	8	134	157
Clic3	6	3	2	1	17	1	13	11
Prss56	0	0	0	0	0	0	0	0
Lyzl6	0	0	0	0	0	0	0	0
Dennd6b	102	16	25	6	89	15	58	69
Slc29a4	0	0	0	0	0	0	0	0
Hpdl	6	0	2	0	7	0	4	1
Wdr78	17	0	5	1	16	6	10	7
Zfp280b	137	21	35	20	144	31	92	105
Arl5b	382	83	61	79	347	63	366	479
Nme5	2	0	0	0	2	0	2	3
Rbm42	587	1	10	2	611	3	443	490
Sco1	170	46	84	44	171	51	122	154
Cep170	113	41	80	30	99	56	77	95
Car4	0	0	1	0	1	0	1	1
Manf	3660	1624	1381	1126	3522	890	3714	3730
Pgs1	118	16	31	10	135	18	78	104
Olfr731	0	0	0	0	0	0	0	0
Olfr557	0	0	0	0	0	0	0	0
Olfr574	0	0	0	0	0	0	0	0
Olfr564	0	0	0	0	0	0	0	0
Olfr677	0	0	0	0	0	0	0	0
Olfr168	0	0	0	0	0	0	0	0
Olfr521	0	0	0	0	0	0	0	0
Olfr692	0	0	0	0	0	0	0	0
Olfr633	0	0	0	0	0	0	0	0
Olfr706	0	0	0	0	0	0	0	0
Olfr1133	0	0	0	0	0	0	0	0
Ipp	263	97	189	77	279	127	181	160
Cd9	199	187	118	123	263	88	246	274
Ttc30a2	1	0	1	0	0	0	0	0
Mup11	0	0	0	0	0	0	0	0
Syn3	20	8	6	7	20	7	13	8
Klhl29	2	0	0	0	1	0	2	1
Gnl3	475	72	155	103	481	165	260	512
Tmem44	23	4	4	2	38	6	19	14
Prkdc	228	96	237	101	214	184	123	116
Cfap300	9	0	0	1	7	2	1	1
Btbd35f15	0	0	0	0	0	0	0	0
Pptc7	673	29	54	26	650	42	329	511
Lca5	3	0	1	1	3	3	2	5
Eef2kmt	93	37	45	13	107	31	89	96
Cmtm3	91	23	41	20	108	31	54	72
Ube2s	50	11	23	11	52	28	39	37
Adgrf1	29	240	21	126	26	20	274	178
Med30	168	28	85	35	176	62	86	115
Vmn2r41	0	0	0	0	0	0	0	0
Vmn2r40	0	0	0	0	0	0	0	0
Pira7	0	0	0	0	0	0	0	0
Fam177a2	0	0	0	0	0	0	0	0
3830417A13Rik	0	0	0	0	0	0	0	0
Gm3376	0	0	0	0	0	0	0	0
Scrn2	629	210	387	166	671	231	354	548
Retreg2	2372	449	442	286	2087	262	1822	2156
Chkb	44	100	126	78	26	104	27	42
Rnf135	221	42	81	21	198	71	61	94
Gm21312	0	0	0	0	0	0	0	0
Gm2022	0	0	0	0	0	0	0	0
Gm3985	0	0	0	0	0	0	0	0
Ppp1r12c	356	48	55	29	304	41	220	272
Acat3	2276	746	1542	955	2300	1178	1351	1806
Tbl1xr1	456	96	116	76	358	105	332	317
Arhgap30	79	14	26	15	77	14	43	50
Samd3	4	0	0	0	1	0	0	1
Cyp2s1	6	1	2	0	3	0	0	11
Lrrc20	61	13	25	7	72	7	51	38
Zbtb8b	0	0	0	0	1	0	1	1
Spaca3	0	0	0	0	0	0	0	0
Dnajb8	1	0	0	0	0	0	0	0
Stat2	684	251	451	215	712	249	480	551
Rpl24	72	0	0	0	57	0	41	54
Bbs9	77	14	30	17	88	18	57	63
Nudt15	5	0	0	0	5	0	6	2
Ttc24	0	0	0	0	1	0	0	2
Best2	10	0	11	2	4	1	0	3
Nucks1	1046	157	377	279	839	357	593	833
S100a6	39	12	39	15	56	26	20	26
Gm4736	0	0	0	0	0	0	0	0
Anp32b	262	107	179	86	307	108	183	205
9530002B09Rik	0	0	0	0	0	0	0	0
Rnf212b	0	0	0	0	1	0	0	0
Dzank1	13	1	7	2	12	4	2	3
Eef1a1	12769	823	3291	875	14507	1305	8608	11648
Ppp1r14bl	0	0	0	0	1	0	0	0
1700029H14Rik	0	0	0	0	0	0	0	0
Slc9a3r2	273	69	89	44	345	50	234	289
Apbb1ip	31	17	37	19	32	25	19	28
Smcp	1	0	0	0	1	0	0	0
Ifna5	0	0	0	0	0	0	0	0
Supt6	728	349	716	365	721	574	474	579
Ifna2	0	0	0	0	0	0	0	0
Ier5	151	27	37	20	130	21	70	96
Gna11	683	189	326	147	698	170	430	459
Icam2	65	23	35	16	61	13	36	53
Siah1a	22	2	2	0	24	2	16	34
Shmt1	4097	1476	3089	1492	5219	1866	2477	3183
Siah2	233	19	25	24	193	9	152	223
Stc1	1	0	0	0	0	0	1	1
Hyal2	687	121	105	59	565	85	410	447
Zfp786	4	0	4	0	3	3	1	1
Neto1	0	0	1	0	1	1	0	0
Ccdc92	2	0	0	0	2	0	3	2
Ncaph	35	12	15	6	19	14	15	16
Ppp1r42	20	0	6	0	21	4	0	1
Klc4	1626	409	521	234	1747	303	900	976
5430427O19Rik	13	3	2	2	10	0	3	6
Iqschfp	0	0	0	0	0	0	0	0
Gml2	0	0	0	0	0	1	0	0
Gprc5d	0	0	0	0	0	0	0	0
Wdfy1	407	54	118	79	440	65	186	346
Olfr549	0	0	0	0	0	0	0	0
Olfr613	0	0	0	0	0	0	0	0
Olfr616	0	0	0	0	0	0	0	0
Olfr630	0	0	0	0	0	0	0	0
Acp2	949	261	397	179	986	268	518	594
Vmn1r179	0	0	0	0	0	0	0	0
F11r	973	426	732	437	1103	495	812	866
1700008P02Rik	0	0	0	0	0	0	0	0
Sdr9c7	1510	221	162	111	1357	112	1143	1375
Prpf4	261	71	104	61	225	58	145	186
Cmtm8	1035	137	152	101	1110	116	592	869
Foxd4	0	0	0	0	0	0	0	0
Lrrc72	0	0	0	0	0	0	0	0
Zfp433	0	0	0	0	0	0	0	0
Vps26a	593	156	353	192	542	289	366	548
Tank	309	29	102	66	302	98	191	262
H2az1	88	1	0	1	103	0	47	70
Zpr1	756	116	174	85	840	126	505	752
Gpr17	13	0	0	0	18	0	7	10
Zkscan2	1	0	1	0	0	0	2	1
Itprid1	0	0	1	0	0	0	0	0
Kctd16	0	0	0	0	0	0	0	0
Erp29	1127	222	270	154	1304	176	726	838
Higd1c	0	0	0	0	0	0	0	0
Mterf1b	4	0	2	0	6	2	4	6
Emc8	287	63	84	53	301	63	161	233
Akr1e1	821	146	294	171	804	203	440	669
4930512M02Rik	0	0	0	0	0	0	0	0
Mpc2	2727	1423	1011	837	2670	858	1891	2604
Spdl1	12	2	7	2	17	4	4	8
Prep	322	384	580	323	321	419	230	328
Prkrip1	125	31	49	44	100	47	62	80
Sprr2f	0	0	0	0	0	0	0	0
Pdcd6	1652	322	532	295	1957	406	1053	1463
Cldn34c4	0	0	0	0	0	0	0	0
Klhdc8a	34	2	2	1	31	0	24	23
Rasip1	77	16	57	11	74	41	50	53
Pramel1	0	0	0	0	0	0	0	0
Pik3ap1	1338	361	519	305	1060	399	938	948
Ogfr	720	155	286	103	754	162	436	460
Tmem143	425	112	151	81	345	105	191	263
Hsd17b2	3448	1738	1949	1077	3769	1287	2281	2614
Vtn	28486	17669	21148	15915	28926	15711	22801	29649
Psg19	0	0	0	0	0	0	0	0
Upk3bl	0	0	0	0	0	0	0	0
Gimap3	20	1	0	0	12	0	17	10
Pcdhga12	4	2	0	1	3	3	1	4
Glyat	4460	1220	1953	1432	4131	1582	2938	4496
Tmem237	68	14	29	7	92	21	26	29
Asb11	1	0	0	0	0	0	0	0
Egfbp2	0	0	0	0	0	0	0	0
Rhbdd1	342	105	149	86	286	123	200	205
Svep1	14	12	27	8	11	28	7	6
Rasl11a	7	1	8	2	7	6	7	6
Cd177	0	0	0	0	3	0	0	1
Ugt2b5	20922	4154	8475	3896	18714	7377	7180	11001
Onecut1	129	8	15	6	124	5	46	25
Sos1	511	120	183	122	391	149	319	476
Skp1a	6272	3355	4131	2089	6134	3288	2957	4079
Lamc3	17	16	9	6	14	6	13	18
Mlxipl	2881	401	512	320	2596	359	1771	2517
Denr	816	67	207	119	805	167	428	651
Sim2	0	0	1	0	0	0	0	0
Sox8	0	0	0	0	0	0	0	0
Tmem39a	198	11	26	8	190	15	122	170
Fcho1	1	1	0	0	5	0	2	1
Rftn2	13	1	1	2	17	0	17	13
Rap2b	53	18	12	3	46	6	34	32
Il31	0	0	0	0	0	0	0	0
Ear10	0	0	0	0	0	0	0	0
Nppa	1	0	0	0	0	0	0	0
Npm1	1019	131	339	140	1010	237	707	834
Npdc1	32	14	8	4	21	6	20	28
Npc1	1592	903	1084	835	1364	942	1143	1435
Olfr1218	0	0	0	0	0	0	0	0
Olfr1156	0	0	0	0	0	0	0	0
Myo15	2	0	0	0	1	1	0	0
Dnajb12	657	191	281	182	583	202	385	489
Mindy1	2004	406	637	315	1948	462	1081	1247
Ttc23l	0	0	0	0	1	0	0	1
Tnnc2	2	0	0	0	0	1	0	0
Tlx2	1	1	0	0	0	0	0	1
Zhx1	922	74	97	82	727	102	557	681
Zfy2	0	0	0	0	0	0	0	0
Zfy1	0	0	0	0	0	0	0	0
Vmn1r139	0	0	0	0	0	0	0	0
Vmn1r135	0	0	0	0	0	0	0	0
Gm614	0	0	0	0	1	0	0	0
Ern2	0	0	0	0	0	0	0	0
Efl1	182	80	206	95	194	145	120	126
Lrrc14	153	35	31	24	175	25	121	117
Gm30083	0	0	0	0	0	0	0	0
AA467197	0	1	0	0	0	0	0	0
Hcn2	7	0	1	0	4	2	0	4
Serpind1	10611	3867	4612	3003	10153	3046	6880	10080
Kcns1	0	1	1	0	0	0	0	0
Fasn	2882	5637	7278	3814	4039	3261	2651	3512
Bmp15	4	0	0	0	2	0	0	0
Bmp10	13	29	25	28	21	18	10	12
Hgfac	2910	1328	1262	788	3215	874	2174	2562
4933411K16Rik	8	2	2	1	15	4	8	13
4933417A18Rik	0	0	0	0	0	0	0	0
Adat2	41	24	26	14	74	20	45	38
Erlec1	522	127	306	176	462	247	264	386
2210016F16Rik	882	266	355	140	880	242	499	531
H1f7	0	0	0	0	0	0	0	0
Mcemp1	7	0	0	0	3	1	2	4
Casp6	652	165	219	127	569	220	322	438
Ddx3x	3193	1264	2286	1519	2937	1933	2092	2655
C130050O18Rik	9	0	9	4	9	1	4	5
Defa40	0	0	0	0	0	0	0	0
Cdk5rap1	162	63	104	66	132	71	93	125
Plpp6	184	24	37	13	169	15	182	189
Myl7	8	0	2	1	4	0	0	2
Cst13	0	0	0	0	0	0	0	0
Ak6	146	52	56	48	147	65	72	133
Vmn2r12	0	0	0	0	0	0	0	0
Cep78	41	14	24	11	50	15	26	29
Aadacl4fm1	0	0	0	0	0	0	0	0
Stpg2	2	1	0	0	0	0	1	0
Sptlc3	0	0	0	0	0	0	0	0
4930519F16Rik	0	0	0	0	0	0	0	0
Kcnu1	0	0	0	0	1	0	0	0
Sftpc	0	0	0	0	0	0	0	0
Ero1l	250	120	125	94	266	114	211	206
Olfr12	0	0	0	0	0	0	0	0
C1ql3	11	0	0	0	6	0	0	6
Vmn1r149	0	0	0	0	0	0	0	0
Vmn2r25	0	0	0	0	0	0	0	0
Vmn2r24	0	0	0	0	0	0	0	0
Itih5l-ps	0	0	0	0	0	0	0	0
Rnaseh2c	767	195	234	123	842	159	536	697
Cul7	84	32	54	30	101	33	59	81
Olfr1358	0	0	0	0	0	0	0	0
Pcdhga8	3	1	1	1	0	1	1	0
Bod1l	407	170	311	167	388	265	216	344
Tmem47	56	26	34	23	65	28	39	60
N4bp1	288	34	57	38	251	46	151	185
Snx4	560	71	222	95	598	121	257	412
Gm20594	365	0	0	0	442	0	115	215
4933416I08Rik	0	0	0	0	0	0	0	0
Slc15a1	0	0	0	0	0	0	0	1
Eif2b1	446	141	249	125	419	164	295	411
Eif4b	3583	329	939	343	3979	438	2495	3185
Trmt13	36	15	63	25	35	36	14	31
Tcstv3	0	0	0	0	0	0	0	0
AF067061	0	0	0	0	0	0	0	0
Pld1	83	39	70	22	118	48	81	55
Gtf2h4	311	101	117	43	274	51	177	223
Asb12	0	0	0	0	0	0	0	0
Gm36028	115	11	17	7	116	16	64	85
Zc3h15	496	77	187	157	444	191	328	452
Triap1	279	49	54	39	345	64	202	237
Ebna1bp2	408	84	154	68	434	119	204	304
4930555G01Rik	0	0	0	0	0	0	0	0
Map3k3	206	15	31	19	272	36	137	158
Atp1b2	5	3	2	6	4	2	5	4
Diaph2	237	144	300	155	196	258	122	160
Lrrc36	1	0	0	0	0	0	0	0
Mtfmt	133	26	35	24	168	28	74	86
A630095N17Rik	0	0	0	0	2	0	0	0
Pus3	149	33	44	28	174	53	102	106
Gemin7	298	44	33	22	274	29	206	246
Huwe1	2363	994	1526	862	1894	1297	1397	1705
Rspry1	431	45	87	50	387	53	229	296
Akr1a1	19448	2758	7344	2226	21021	4761	6822	10204
Cfap157	4	0	0	0	2	0	0	2
Dhrs1	1579	932	910	646	1821	608	1340	1526
Cilp2	1	1	1	0	1	0	0	1
Trem3	1	0	0	0	1	1	2	1
Adra1d	0	2	0	6	1	17	0	0
Hbb-b2	0	0	0	0	0	0	0	0
Tnfsf11	1	0	0	0	0	0	0	1
Mrap	1016	140	271	97	1168	182	487	625
Olfr389	0	0	0	0	0	0	0	0
Olfr393	0	0	0	0	0	0	0	0
Olfr394	0	0	0	0	0	0	0	0
Olfr392	0	0	0	0	0	0	0	0
Olfr395	0	0	0	0	0	0	0	0
Olfr399	0	0	0	0	0	0	0	0
Eapp	338	78	143	90	386	105	218	322
Luc7l3	1338	108	405	207	1236	314	747	1237
A430057M04Rik	2	0	0	0	1	0	0	2
Cab39	1271	300	444	213	1131	318	728	1067
Nup155	500	359	443	263	482	339	277	343
Prtn3	8	2	4	0	10	1	2	7
Masp2	2633	1433	1582	1086	3072	1172	1719	2223
Eno1	1433	1039	1065	385	1328	528	724	878
Rpl37a	234	3	1	1	185	1	128	173
Gabra2	0	0	0	0	1	0	0	0
Alpk2	0	0	1	0	2	0	1	0
Creb1	302	36	65	50	265	71	242	274
Hsd3b5	121	770	16	648	64	15	3431	4312
Il10rb	202	24	56	23	224	30	119	154
Nxph3	1	0	0	0	0	0	0	0
Snx18	422	77	81	60	318	65	245	331
Apol7c	1	1	2	0	6	4	4	3
Ebf4	0	0	1	0	2	0	2	0
Cul4b	670	185	471	265	510	424	341	501
Ube2ql1	1	0	0	0	0	2	0	1
Btbd18	0	0	0	1	2	0	0	0
Hhla1	1	0	0	0	0	0	0	0
Gm13889	26	11	13	2	42	10	27	40
4930407I10Rik	0	0	0	0	0	0	0	0
Pdik1l	220	25	37	19	236	24	144	182
Fam76a	154	21	68	38	174	39	96	118
Gm867	0	0	0	0	1	0	1	1
Dnase1l2	17	0	0	0	7	0	13	6
Six3	0	0	0	0	0	0	0	0
Six2	0	0	0	0	0	0	0	0
Chmp4c	10	2	4	2	11	7	4	3
Olfr138	0	0	0	0	0	0	0	0
Ttc26	8	5	2	0	3	0	5	6
Igsf8	78	21	29	21	82	16	53	69
Vmn2r31	0	0	0	0	0	0	0	0
Vmn2r63	0	0	0	0	0	0	0	0
Fndc7	4	0	0	0	1	0	0	0
Tedc2	1431	375	332	199	1755	153	1860	1597
Slc5a5	0	0	0	0	0	0	0	0
Tmem125	126	3	1	3	117	2	115	102
Fndc3a	1414	392	769	420	1317	576	914	1419
Serpina1b	31100	4520	5503	3713	30956	4070	21926	29467
Krtap27-1	0	0	0	0	0	0	0	0
Ift22	39	14	19	9	45	11	21	31
Fbxo24	2	0	0	0	2	0	3	0
Rufy2	93	13	26	15	101	22	57	59
Cdipt	865	194	236	131	731	202	508	556
Shisal2a	0	0	0	0	0	0	0	0
Mfsd4b5	0	0	0	0	3	0	5	5
Jazf1	16	1	6	0	15	3	6	2
Frmpd4	0	0	0	0	0	0	1	0
Cox5b	212	61	66	47	303	42	212	188
Cdh6	4	2	3	1	6	0	3	4
Mob2	327	49	108	64	338	68	232	243
Rpl8	4582	450	1402	620	4977	905	2710	3795
Mnt	108	12	30	17	111	14	55	119
Hoxd13	0	0	0	0	0	0	0	0
Hoxd12	0	0	0	0	0	0	0	0
Pcdhb3	0	1	0	1	0	0	0	1
Tmem177	136	31	17	17	138	16	107	122
Rnf166	118	13	12	3	100	7	61	80
Tmem140	44	109	77	62	36	60	42	54
Rdh16f2	1185	317	557	379	1880	281	1000	1523
Klra18	0	0	0	0	0	0	0	0
Klra22	0	0	0	0	0	0	0	0
Rpl34	53	0	0	0	54	0	49	52
Pcdhb14	2	2	7	4	4	3	3	6
Pcdhb13	1	0	0	0	0	0	2	0
Abhd17a	1035	46	44	21	1040	35	619	781
Ttc1	321	97	198	100	317	114	189	257
Nmd3	517	129	389	203	525	344	281	407
Aaas	120	31	74	29	141	65	67	85
H2-M10.2	1	0	0	0	0	0	0	0
Emc7	974	303	339	202	1127	253	664	760
Gpn1	297	68	131	80	309	101	195	214
Prelid3a	0	0	0	0	0	0	0	0
Sumo2	9	0	0	0	15	0	9	7
Mapre3	646	242	363	164	573	358	336	386
Asb6	142	52	65	21	161	25	92	87
Rab29	157	15	19	16	173	14	111	130
Uhrf2	675	235	312	174	683	217	495	557
Etv5	17	27	19	7	32	20	29	37
Aadacl2fm2	0	0	0	0	0	0	0	0
Parp2	125	24	77	34	164	52	83	88
Scgb1b3	0	0	0	0	0	0	0	0
Pramef6	0	0	0	0	0	0	0	0
Smim9	1	0	1	0	3	1	1	3
Amigo2	76	38	24	29	79	14	73	83
Scd1	32625	12946	5430	12152	28260	4060	88156	91075
Csl	4	1	2	1	1	1	6	8
Xndc1	18	0	0	2	17	0	9	8
Mrps33	60	2	7	4	51	3	39	47
Gdap1	0	0	0	0	0	0	0	0
Gda	516	63	172	73	447	145	197	239
Clip2	25	10	15	7	33	7	22	15
Tcp11x2	0	0	0	0	0	0	0	0
Hao2	10	0	4	0	7	5	1	0
0610009B22Rik	536	81	134	82	540	124	254	327
Akap3	1	0	0	0	1	1	0	0
Skiv2l	998	426	541	230	936	324	581	708
Gm13088	0	0	0	0	0	0	0	0
Trmt9b	127	24	34	13	110	47	89	75
1700022I11Rik	0	0	0	0	0	0	0	0
Nanp	1	0	0	0	1	0	0	2
Pbld2	3659	305	918	438	3684	677	1624	2558
Kat2a	286	75	84	34	252	51	159	212
Cdt1	62	27	51	18	59	18	28	51
Cd200r1	18	3	7	3	19	3	3	12
Myg1	320	132	235	80	329	160	183	226
Fgfbp3	13	0	3	1	16	1	12	5
Msx1	3	1	1	0	1	0	1	0
Notch4	63	10	14	6	59	7	39	37
Tex15	0	0	0	0	0	0	0	1
Dph5	173	29	68	40	187	54	75	125
Ttl	88	9	15	11	106	8	45	70
Fthl17e	0	0	0	0	0	0	0	0
Mettl16	237	51	76	59	273	71	121	153
Setmar	81	8	13	5	72	12	32	41
Ipo4	604	260	426	191	574	253	384	375
Hdac11	682	75	101	68	627	79	407	454
Hamp	3169	9218	3182	1596	4687	1913	3869	2761
Ifnb1	0	0	0	0	0	0	0	0
Mcm3ap	436	170	256	111	463	197	259	288
Gm6121	0	0	0	0	0	0	0	0
Scgb1b24	0	0	0	0	0	0	0	0
Dact3	2	3	5	2	3	8	9	3
Nlrc3	6	0	1	0	6	0	4	3
Sbpl	0	0	0	0	0	0	0	0
Olfr1306	0	0	0	0	0	0	0	0
Zfyve27	295	32	53	28	289	45	175	242
Sncg	3	1	3	0	4	0	2	2
Snai1	5	6	3	4	9	2	10	7
Siglec1	168	174	182	101	155	116	65	89
Rab3gap2	463	198	327	158	466	198	336	396
Adipor1	1853	131	177	91	1721	116	1161	1347
Rnft2	0	0	0	0	1	1	0	0
Ifngr1	394	141	177	99	394	153	221	322
Plekha8	475	28	32	12	456	21	272	337
Prickle4	10	0	1	2	10	0	6	5
Fam219a	36	18	27	11	51	15	30	26
Creg1	16486	2679	5001	1774	16271	3513	5197	7136
Jhy	0	0	0	0	0	0	0	0
Olfr773	0	0	0	0	0	0	0	0
Tgif2lx1	0	0	0	0	0	0	0	0
Ifna14	0	0	0	0	0	0	0	0
Cfap58	0	0	1	0	0	0	0	0
Brinp1	1	0	0	0	0	0	0	0
Arpc1a	789	142	214	86	751	160	484	561
Drd5	0	1	0	0	0	0	0	0
Tceal9	170	14	44	22	207	42	70	101
Gzmd	0	0	0	0	0	0	0	0
Gzmc	0	0	1	0	0	0	0	0
Zfp97	11	2	2	0	6	2	2	6
Il5	0	0	0	0	0	0	0	0
Il3	0	0	0	0	0	0	0	0
Prl2c4	0	0	0	0	0	0	0	0
Samd5	1	1	2	3	9	4	2	6
