geneid	control_RPF_2	control_RNA_2
Spn28Db	0	0
Snoo	18	523
CG7231	52	616
pes	147	11532
CG7227	0	6
Sirup	560	2383
Wwox	143	693
Spn28Dc	39	55
CG12560	69	986
Glyat	3	26
Tg	332	361
CG7367	0	0
baf	259	4792
Cka	337	6437
CCDC53	26	406
RpL36A	1443	29528
Megf8	41	1401
poe	3662	29431
MED20	157	951
Trf	24	488
Mcr	338	11810
Bsg	252	13825
mon2	327	2861
CG8673	0	3
CG12375	115	1761
CG8668	74	5997
PAPLA1	269	6079
CG42762	0	1
CG42763	1	0
CG43394	65	117
CG31606	0	1
Rbsn-5	72	2948
Acbp1	116	3045
Piezo	95	845
CG34134	0	84
CG8475	130	2712
CG8460	64	3156
PGAP5	62	1420
SLC5A11	161	935
CG8419	2	160
Su(var)205	646	11913
Ssb-c31a	571	2641
CG8372	45	1874
CG8360	17	209
CG8353	0	190
CG8349	0	0
CG8292	0	5
Snx6	413	5928
Pvr	185	573
Spn28F	0	0
CG14277	0	0
CG43057	0	0
CG8086	2	18
Btk29A	147	9191
wol	68	1916
Scgalpha	6	9
CG7840	576	12044
Ostgamma	252	2759
Mettl14	53	1991
CG7810	33	698
CG7806	71	3325
mtsh	0	9
strat	55	1797
CG7781	7	202
CG14275	70	114
CG14274	0	0
CG14273	0	0
CG7778	37	28
Mur29B	0	30
CG7627	352	23805
RpS13	1591	33184
CSN8	220	1645
Pp2A-29B	2609	12101
CG17292	38	2464
Wdr82	206	1965
CG13390	43	469
CG17294	42	572
AlaRS	1863	11668
CG13392	55	857
Rcd4	156	1123
Dad1	170	2048
CG13384	255	1732
CG42819	6	5
CG42820	0	0
Acp29AB	1	0
lectin-29Ca	0	0
Peritrophin-15b	3	0
Peritrophin-15a	0	1
CG13385	0	0
CG13386	0	0
CG31898	3	1001
fy	4	749
emb	910	18730
CG13397	310	8444
CG13398	2	1425
Akap200	3122	22591
grk	9	822
D12	26	3766
Chrac-14	361	3114
mus201	182	3400
CG31897	0	173
Aasdh	43	1172
Agpat2	128	3904
prg	93	2835
d	4	12
CheA29a	0	0
CG43796	1	0
CG13088	26	969
CG43400	0	0
Dh31	0	0
Bace	2	0
CG13096	1487	7637
CG13097	287	4053
PIG-U	124	3051
mRpL51	165	959
Uba4	104	1449
Sgp	18	58
Acer	261	3025
lmgA	30	0
lmgB	8	0
CG17834	38	768
Sema1a	20	1197
Glt	10	14
CG9287	0	0
CG9289	0	1
PrBP	31	1264
Trs23	35	1109
Hnf4	103	2620
CG9314	0	9
raw	53	2508
CG45307	0	0
CG12438	0	0
LManIII	0	0
LManIV	1	0
LManV	4	0
LManVI	1	0
CG42710	0	0
SoxN	2	1
CG32986	0	0
CG32987	0	0
CG32988	1	0
CG32983	0	0
CG9483	0	0
CG42713	0	0
CG34398	10	27
Tsp29Fa	2	0
Tsp29Fb	39	43
Argl	1	60
CG9515	50	932
C1GalTA	68	2507
CG46397	0	24
CG31886	22	516
CG9525	0	2
CG32985	0	0
CG32984	0	0
CG18088	22	106
CG9541	0	3
CG13101	17	1072
CG18662	1	0
rost	182	4448
CG9555	0	9
alien	695	5310
CG17906	0	0
CG18661	28	554
Try29F	1	17
CG9568	0	0
CG13102	0	0
Rcd-1r	4	0
CG9582	0	0
DIP-zeta	0	1
CG12439	0	0
Toll-4	1	0
CG31609	0	0
Or30a	0	0
CG32982	3	44
CG13108	0	4
CG9586	122	2231
tai	160	1326
aust	0	0
borr	226	7027
lectin-30A	0	0
Ggamma30A	0	1
CG17005	3	0
Cks30A	90	6891
Eaat1	3	18
CG3748	0	0
CG43350	0	0
CG13110	0	0
CG34181	0	0
Shawl	0	8
Aldh	1912	14364
CG4438	0	0
Mco1	20	49
Fbp2	0	0
CG42847	0	0
FucTB	20	564
scat	66	4508
CG3769	0	1
RpS28-like	0	0
numb	39	2164
CG33723	0	0
Gdi	2637	17533
CG33298	134	5402
Oatp30B	109	5423
CG31883	7	1
CG17855	2	7
Cpr30B	1	2
CG13113	58	102
CG13114	467	1969
jp	5	2
CG46468	0	0
brwl	24	2398
Mtpalpha	2109	10353
CG31709	0	0
gcm	0	0
CG3841	0	0
CG4382	0	0
gcm2	0	0
Trx-2	598	13480
GlcAT-S	16	2515
CG31882	0	0
Apoltp	13	15
CG33299	0	0
Pka-C1	160	10129
hoip	875	12523
pelo	36	5098
CG31710	22	79
CG4364	588	13243
Nckx30C	0	3
CG13116	2	6
CG13117	48	122
Cyp4e3	10	1
zf30C	182	7337
Taf11	63	996
und	503	11409
ppk18	0	5
CG4017	0	0
CG17633	0	0
ppk16	0	0
ppk11	0	0
IP3K1	59	873
CG4036	35	313
CG13123	19	290
nAChRalpha6	0	0
Fkbp59	1320	11920
CG34183	45	729
CG4537	78	199
mtDNA-helicase	35	2806
Bka	177	1315
RpS2	2980	30714
Muc30E	0	0
CG13124	11	341
Etl1	461	9507
Srp54	286	5383
yip2	1324	10702
CG5885	774	5437
CG4598	362	3366
CG4594	129	1307
CG4592	16	698
TbCMF46	0	1
CG42366	0	2
CG42367	0	1
Cpr30F	0	0
CG31712	90	863
0	58	0
CG4619	88	401
CG5853	623	145
CG13126	85	1436
CG4709	29	1360
CG5846	32	708
CG4658	95	3796
CG5850	69	3608
Dref	329	4977
RpL13	2309	43651
bib	9	85
CG31875	14	804
SoYb	142	3752
Ndf	566	10457
Trp1	414	3632
CG13131	0	0
CG13127	0	0
obst-B	5	28
CG33301	0	0
Cpr31A	0	0
0	4885	67216
Spn31A	2	8
CG44153	2	4
CG13133	0	0
CG34109	0	0
CG13135	0	0
CG4839	11	161
CG13137	0	0
Sur	11	100
Fum4	0	4
Ripalpha	282	4769
RpL7	2255	52163
CG34159	84	3777
Snx17	17	4320
CG5731	2	1
CG5727	126	886
CG4901	182	4456
Npc1a	385	2060
Prosalpha6	1435	12800
CG4908	50	1273
CG5708	51	4922
ova	108	8967
eEF1delta	1875	13428
mthl15	0	29
me31B	10957	140840
chico	132	1103
bsk	24	982
CG31717	213	1072
Ror	1	11
CG5676	448	4251
Pten	10	1855
Rsf1	108	1731
REPTOR-BP	194	614
Mob3	34	2858
CG4953	85	2681
CG4957	41	1051
Mulk	140	1443
trk	20	290
Utx	185	6520
CG34043	2	1
Ufd4	1181	21639
Hand	0	1
CYLD	119	966
CG13138	11	36
nmd	211	4607
CG5390	61	242
CG4968	359	4881
Cdk5alpha	0	5
l(2)SH0834	112	2551
Usp14	1394	8873
CG4972	682	8979
CG5381	94	290
CG4995	2	2
RnrL	2978	18345
Schip1	3	44
Cox10	30	2807
GATAd	175	7548
SamDC	82	2451
CG31715	161	2326
Sps2	100	2801
CG5022	0	17
CG34367	0	2
CG5367	117	212
ClpP	164	2449
Cand1	704	5202
pim	149	6834
lft	1	7
CG5056	159	1921
rho-5	2	93
CG33303	747	7378
dpr19	0	3
gny	62	1093
CG5096	0	25
Cdk1	919	9754
mRpS7	174	3279
da	138	7914
Mdh1	700	11354
Cnot4	795	14228
LSm-4	27	0
CG17768	284	0
Ir31a	4	1
RpS27A	2397	62321
Ip259	264	8003
CG5355	1496	8860
Klp31E	33	1678
RfC3	367	2434
pie	52	3448
Wdfy2	333	4322
SmB	607	2747
KdelR	332	5385
CG5188	73	349
Bug22	17	1867
TfIIB	328	2774
TBC1D16	17	177
holn1	126	2062
STUB1	121	5005
Nse4	63	2330
loh	2	26
ppk10	0	3
LManI	42	48
LManII	448	1366
RluA-1	1	16
RluA-2	19	1099
Grip75	335	2197
Cog4	111	2260
CG6144	26	1435
CG13144	0	0
Myo31DF	80	4174
CG6094	172	632
CG7384	46	4577
Fatp1	77	581
Lrr47	51	1648
Lip4	483	398
CG18301	0	0
CG18302	0	0
Trim9	4	17
CG6138	0	0
w-cup	1	0
CG34160	0	0
CG34161	0	0
CG7329	0	0
CG31872	1	0
CG18284	0	0
CG17097	0	0
dbf	0	0
CG45690	0	0
CG31871	0	1
CG17104	0	0
CG17105	0	0
CG17107	0	0
CG7299	0	0
CG7296	7	2
CG7294	1	0
CG17108	4	2
CG7300	0	0
Lip1	0	0
Lip2	0	0
CG6415	0	3
CG6431	0	0
CG6443	79	954
CG17118	0	6
EMC3	92	1729
Dpy-30L1	99	1387
Nup107	339	3867
Vha16-5	0	1
CG12299	37	3485
CG6729	115	1439
CG17124	26	127
CG6495	6	42
Ubc2	116	7359
CG6724	226	819
CG17127	14	1
CG31869	244	148
CG31870	0	0
Nos	0	15
CG6508	55	124
CG17134	0	3
CG6700	179	3120
CG17139	0	0
CG17140	0	0
Porin2	0	15
porin	2215	51810
SmydA-3	0	12
Dnz1	9	2327
aurB	342	1883
Stam	417	3456
CG12517	155	51
CG14071	0	0
CG14070	0	0
CG7309	0	0
CG14069	0	0
dpr2	0	0
CG14072	8	4
CG33129	1630	22486
YL-1	84	1671
CG16743	5	12
abo	28	368
ATPsynG	632	5077
SCAR	153	5379
piwi	1228	8953
CG12253	103	1894
TTLL4A	326	8304
aub	689	5479
lectin-33A	0	2
RpL9	1765	50629
Nup154	731	14147
Art8	225	2
dUTPase	1755	0
Samuel	38	1039
Acp32CD	0	1
CG14913	0	4
CG18666	0	1
CG14915	0	0
CG43725	0	0
AstC	0	0
AstCC	0	0
CG16854	0	0
Wdr59	46	2340
Ge-1	351	9238
Reps	81	7679
l(2)gd1	126	2094
CG6201	28	617
Gr32a	0	12
CG6230	251	6299
CG14921	0	6
Csl4	90	1509
Nup160	618	7270
RfC38	476	2340
CG4751	130	2971
hgo	0	0
Gyc32E	4	0
CG31867	0	0
CG6287	414	7745
0	2	98
Vm32E	1405	361
CG4788	142	1920
ab	5	40
cmet	425	6290
cana	380	9557
CG33695	33	2201
Ppt2	89	1119
mre11	141	2341
Osi21	0	0
CG14926	0	0
salr	3	0
salm	1	0
sala	1	0
CG43355	0	0
Cog8	136	318
spz4	0	2
Dlg5	79	6494
CG4970	0	16
CG14929	0	0
CG14930	0	0
CG43153	0	0
CG31705	282	1824
CG31706	1	1
CG34162	0	0
CG43438	0	0
kek2	1	12
Mst33A	0	0
Acp33A	0	0
spag4	0	0
CG6614	0	0
CG12307	0	0
CG4983	3	0
CG43167	0	0
CG44477	0	0
CG4988	0	0
Vha100-5	0	0
CG42470	0	0
CG42471	0	0
Sfp33A1	0	0
CG14931	255	4162
CG14932	4	9
Tsp33B	0	1
CG14937	0	9
crol	137	8314
CycY	41	5054
Pde1c	11	44
esc	52	2682
CG45011	0	0
CG45012	0	0
Sfp33A4	0	0
Sfp33A2	0	0
Sfp33A3	0	0
CG31704	0	0
CG44008	0	5
CG14933	21	0
CG46426	0	0
CG42486	1	0
Mal-B1	0	0
Mal-B2	96	1111
CG42751	0	7
Or33a	0	0
Or33b	0	0
Or33c	0	0
Crys	0	0
CG16964	0	0
CG16965	0	1
CG6686	228	5340
CG34163	170	724
zuc	72	1006
dgt2	62	1747
escl	11	532
Ada1-2	9	172
CG18789	4	39
Qtzl	1	156
Ada1-1	0	0
CG18787	27	381
Nfs1	209	2371
Hacd1	37	1048
Rh5	1	8
Wdr81	47	986
dmGlut	43	2782
CG18788	0	6
Tom70	324	3752
CG6766	521	5256
CG6785	0	214
CG6770	2510	44180
Plzf	12	329
PLCXD	5	16
JhI-21	164	5888
RpL7-like	414	0
CG34164	0	0
Rab3-GAP	215	1984
firl	13	27
CG14947	0	0
prd	2	0
Pex19	185	1879
CG6712	237	2293
Mt2	24	193
Ced-12	223	1780
Patsas	5	113
ThrRS	1788	10220
Rab6	136	4271
Phae1	0	0
Phae2	1	0
CG17211	0	0
rho-6	0	0
Gr33a	0	0
CG31760	0	4
CG31861	0	0
ZnT33D	0	0
CG17217	0	28
CG6583	52	2319
crok	95	1715
bru1	2055	41616
atilla	772	566
CG31759	122	1676
CG31862	0	0
CG43813	0	0
bru2	75	571
CG17010	0	0
Pkd2	0	2
vir-1	939	1712
Fam92	1	6
CG5446	308	2501
Trm1	162	872
CG5435	0	5
SC35	119	3319
eRF3	768	16013
Oatp33Ea	0	5
CG5421	0	0
Oatp33Eb	2	2
CG5418	0	0
bun	265	17617
t-cup	0	0
CG43051	5	20
nub	2	4
Ref2	0	0
pdm2	0	0
Nepl7	0	0
CCT4	2269	17831
CG6153	90	1360
IFT43	41	749
PICK1	3	22
CG5781	0	1
CG17036	8	586
CG5776	112	3426
spict	50	2294
CG15484	11	176
CG6180	1550	7947
CG5787	528	10451
Pih1D1	289	4976
MRP	235	8519
CG15483	0	0
kek1	29	428
ACXC	0	0
ACXB	1	0
ACXA	0	0
ACXE	1	0
CG16800	0	0
Vha68-2	1597	23123
Vha68-3	2	2
Yip1d1	220	2475
Vha68-1	8	68
Tor	381	2654
Ube4B	678	6909
CG9933	105	2110
CG9932	444	1662
Ttc30	0	8
CG44198	1	4
CG43050	3	22
CG5122	0	0
CG9928	7	7
CG16978	0	0
Pk34A	0	0
kmg	0	0
DnaJ-H	12	3921
Sirt1	156	4928
Sfmbt	167	8035
CG43925	8	9
CG5439	32	2024
Alg7	33	953
Mgat3	6	955
Rsph1	0	7
CG16974	616	13434
Edem2	59	657
CG16972	98	2347
Pect	325	6240
CG15482	0	7
kek4	0	0
CG9426	85	6213
mRF1	79	1144
Ski6	197	786
CG16812	315	3108
CG15480	0	0
CG16813	0	0
CG16815	0	0
Prosalpha6T	0	0
Mabi	0	0
CG5867	91	28
CG5945	0	0
CG16820	5	1
l(2)k05911	0	6
Naa20B	0	0
CG31730	0	0
CG44085	169	590
CG31848	0	0
Drep4	54	564
Uvrag	42	1247
CG31729	451	6411
CG16824	1	0
hbt	0	0
CG16825	0	0
CG43779	0	0
CG16826	3	0
CG9395	0	1
CG9377	0	0
Nnp-1	690	8153
CG6523	260	3247
Tap42	345	3126
CG31855	144	2181
ND-B22	291	2081
Bdp1	75	2265
CG6565	46	3726
CG9302	159	5186
beta'COP	838	4952
loqs	87	1165
Ing5	193	1720
CG7099	85	592
RpL24	1553	31288
CG16957	0	4
CG10859	0	1
CG7110	140	3854
Vm34Ca	8562	1775
CG16848	3	1
CG16956	42	51
CG42784	0	0
CG43850	0	0
Tehao	0	0
Hacd2	195	988
Hsp60D	0	1
CG42809	0	0
CG42810	0	0
CG46308	0	0
B4	106	8832
CG33640	0	0
CG33641	0	0
CG33642	0	0
CG33643	0	0
CG33644	0	0
CG33645	0	0
CG15638	0	0
CG16852	1	0
CG9263	0	0
CG16853	0	0
kuz	147	8943
CG9254	0	0
ics	152	2916
CG18507	26	205
DIP-kappa	0	0
Gpo3	1	0
CG9014	0	0
nur	0	0
TM9SF4	141	4571
CG43376	0	1
CG9008	12	264
p38b	213	3007
CG16890	71	386
Eato	216	3909
CG16863	21	287
Sec71	162	1214
CAH1	16	1
Adat1	37	184
CG16865	32	1363
CG16888	0	0
Sos	85	3857
b	0	86
PolG1	103	2554
Arpc1	113	3504
Orc5	252	1730
PolG2	8	0
GatC	21	0
Polr2C	162	1516
mRpS23	154	1534
CenG1A	83	2814
CG33307	4	7
CG33306	0	0
CG8997	0	3
CG7916	1	3
CG7953	0	0
CG7968	0	0
Smg5	350	4072
Ance	35	54
Ance-2	0	0
Acyp	0	0
Ance-3	7	0
Vajk1	0	0
CG42711	1	3
Vajk2	0	0
Vajk3	0	0
NimA	0	0
NimB1	0	1
NimB2	16	3
NimB3	1	1
NimB4	3	8
NimB5	0	5
He	0	0
NimC1	14	5
Cyp28a5	4	1
NimC2	6	0
rk	4	21
CG42692	0	0
bgm	540	9755
NimC3	0	0
hll	0	1
CG18095	0	0
nAChRalpha5	0	0
NimC4	7	4
CG46301	0	0
CG15293	18	36
CG31769	4	9
CG43332	0	0
CG43333	78	274
Dyrk2	77	3844
wb	39	229
CG32971	2	1
ms(2)34Fe	1	0
CG33090	170	6380
CG15286	0	0
Send2	1	1
mTTF	138	1262
l(2)34Fc	0	0
CG43052	0	4
l(2)34Fd	117	1822
Rab14	189	3095
Pgant35A	88	10
spel1	353	3961
ppk	0	0
elB	25	140
Pburs	0	0
Cpr35B	0	0
CG15283	0	0
noc	66	141
CG33648	0	0
CG4218	0	0
CG3473	0	0
CG42680	0	0
osp	143	5117
Adhr	2	0
Adh	1342	7
CG15282	0	0
CG34165	0	0
CG42685	3	0
CG31835	0	0
CG31775	0	0
CG42585	0	0
CG42586	0	0
CG34166	6	16
CG42681	0	0
CG42587	0	1
CG4691	0	0
CSN1a	0	0
CG4701	0	0
CG4650	0	0
CG18636	0	0
CG18420	0	0
CG33308	0	0
CG33309	0	0
CG42682	0	0
CG15279	110	515
CG4480	0	0
CG15278	0	0
ProtA	0	0
ProtB	0	0
side-II	6	2
CG3491	1	0
mol	243	7443
DCTN5-p25	52	528
Ankrd49	159	650
NC2beta	41	385
THG	68	447
Rnmt	144	2756
GABA-B-R1	1	3
CG33310	1	0
CG31832	0	0
yellow-c	10	1
CIAPIN1	218	1829
Su(H)	8	1512
ck	153	1910
CG33679	0	9
TfIIS	174	5929
solo	9	249
vas	752	5945
vig	431	2246
CG15270	0	2
CG15269	0	0
stc	529	13338
CG4168	1	1
Sfp35C	0	0
CG43230	0	0
ZnT35C	98	4237
dao	1	88
PolD3	262	2580
Uxt	93	890
yuri	4	163
Cul3	619	5884
UK114	120	2786
CG15263	0	0
CG15260	0	0
ms(2)35Ci	0	0
CG15262	0	0
nht	0	0
0	0	2
CG15258	0	0
CG44869	1	0
wor	1	0
CG4161	0	0
sna	0	0
Tim17b2	0	0
lace	155	5782
Skadu	0	0
CG15256	0	0
kek3	0	0
CG15255	0	0
Semp1	0	0
CG15254	0	0
CG15253	0	0
CG11865	0	0
Or35a	1	0
CG7631	0	0
CG18480	0	3
stol	7	16
CG44141	0	0
CG18477	0	0
CG18478	0	0
CG43923	0	0
CG44140	0	0
CG31780	0	0
CG31827	0	0
CG43924	0	0
CycE	237	18685
ND-B17	183	1745
Mtr4	279	2928
Gli	164	554
CG3793	45	1551
wek	56	2595
Ku80	141	1569
CG31826	27	30
CG43760	0	0
CG18109	0	0
CG42876	0	0
CG18518	0	0
CG13243	0	0
Tektin-A	1	0
CG42792	0	1
CG7653	0	0
CG44475	0	0
Tep1	0	0
CG31735	2	0
CG31823	0	0
CG31821	41	1
beat-Ib	0	77
CG13244	0	1
CG4793	1	0
CG12448	0	0
CG18063	0	1
CG10839	0	0
beat-Ic	0	13
CG34167	0	0
CG13245	0	0
CG43816	0	0
CG31820	0	0
CG45084	51	0
BicC	2099	0
beat-Ia	0	0
CG4891	0	0
CG4892	0	0
CG34168	0	0
Ca-alpha1D	6	36
CG31819	0	0
Ca-Ma2d	2	15
CG42818	2	0
PRL-1	118	1624
CG46309	1	0
EndoGI	400	2657
twe	187	8252
CG4935	58	667
crp	296	8232
pkaap	140	2460
CG17329	0	1
CG13258	0	2
Cyp303a1	0	10
heix	23	3188
CG17328	36	1210
GMF	75	618
c(2)M	30	1111
CG5861	135	3223
Syx5	147	5613
cni	114	3217
fzy	964	9317
cact	489	17897
CG4278	157	1423
mRpL4	211	2053
CG4440	0	1
CG31817	1	28
CG42266	1	3
CG44405	0	0
chif	147	15791
Hyls1	16	0
CG4455	40	2191
CaBP1	926	7012
jhamt	1	1
CG5888	19	91
Idgf1	8	6
Idgf2	161	1078
Idgf3	94	224
dac	0	1
Nepl8	0	0
Tpr2	818	10041
CG5953	29	3462
CG31816	0	0
mtgo	200	6554
CG5968	0	0
CG31815	0	0
CG4631	1	0
Trpgamma	5	62
her	7	1377
grp	69	14643
squ	71	4737
CG31807	0	75
CG33552	0	11
CG31808	0	337
Cyt-c-d	0	4
Cyt-c-p	585	8206
VhaSFD	856	8111
Tsen2	18	130
CG17996	100	0
Prosbeta4	1346	8392
CG17904	139	1396
glu	340	11417
ChLD3	0	6
LSm7	198	1419
BuGZ	276	4626
yellow-b	6	8
ppk17	0	0
Mhc	236	956
Cyt-b5-r	58	63
CG17928	2	25
Ugt37C2	10	70
Ugt37E1	0	0
Ugt37D1	59	208
CG13280	0	4
CG13272	1	0
mdy	54	423
Cse1	2122	21709
AspRS-m	279	8285
CG13282	9	50
Nepl9	2	4
SclA	0	0
SclB	2	0
CG13284	7	10
CG31810	0	1
CG31809	0	9
CG6012	1	3
CG32832	0	0
CG34313	25	0
CG31743	5	0
CG6115	93	1576
tweek	153	4303
CG42556	0	12
CG31805	0	2
CG12288	201	1978
ApepP	1001	5344
beat-IIIb	0	1
CG44406	0	0
CG31806	0	0
CG6304	0	0
CG15136	7	0
CG12620	0	0
CG31784	0	0
beat-IIIa	1	0
CG34106	0	0
CG34169	0	0
Gr36a	0	0
Gr36b	1	0
Gr36c	0	0
CG31750	0	0
beat-IIIc	21	79
CG15140	0	0
CG6380	0	0
CG34170	0	0
CG45691	0	0
CG31804	0	0
Lrch	33	5826
CLIP-190	206	5852
Polr2J	267	1674
CG15141	195	2265
Rsph9	0	5
Dif	47	187
CG5043	0	0
CG33928	0	0
dl	250	6696
CG5050	0	4
SPH93	1	0
CG18563	0	1
BicD	249	13134
Sgt	707	4475
cass	389	5851
fws	106	2694
Lamtor3	99	836
GCS2beta	865	5163
CG5131	90	1400
CG43645	0	0
CG43221	0	0
CG43220	0	4
qua	263	4822
CG15142	1	54
mEFTs	159	4422
Dhc36C	17	486
CG15143	0	10
CG15144	0	2
CG15145	0	0
CG7094	0	0
Oli	0	1
CG6870	1	0
Sytalpha	3	9
CG15147	0	0
CG43054	0	0
CadN	73	463
CG43231	0	0
CadN2	0	0
CG42830	0	0
CG43271	0	0
btv	2	53
CG5674	10	1535
CG5681	0	0
Prosbeta5R2	0	0
CG5693	0	0
CG42659	0	0
CG42634	0	0
CG42635	0	0
CG31740	0	0
elfless	0	1
rdo	0	9
Arr1	1	0
ninaD	2	5
CG31741	0	0
CG15153	0	1
Slc25A46b	0	0
CG44476	102	155
CG15152	4	0
CG5758	42	303
CG31785	0	10
kel	51	3698
Socs36E	24	302
CG17681	2	63
CG15155	1	2
CG5783	5	11
JMJD4	60	1495
CG42750	3	7
Ptp36E	3	38
CG31802	0	0
CG31788	0	0
CG31787	1	0
CG43362	0	0
Sfp36F	0	0
CG5790	0	0
CG43354	0	0
Fas3	345	926
Acp36DE	1	0
CG34171	0	0
RpS26	1047	36032
ncm	268	11157
bsf	827	6455
Ntf-2r	0	1
CG10283	80	438
grnd	2	34
kon	12	50
Ugt301D1	162	317
CG10211	6	6
Pde11	129	9929
CG15160	104	2479
amos	0	0
CG10413	278	8987
CG31789	0	0
CG10333	456	1759
Atac2	39	1217
IFT46	0	1
MESR3	121	880
Cyp310a1	1	7
CG43338	0	4
CG43339	0	0
Mst36Fb	0	4
Mst36Fa	0	12
CG31751	50	604
tos	121	8091
msl-1	142	10821
CG10336	55	3070
CG10383	165	1651
CG10338	18	1718
CG10341	207	1747
CG10376	49	3023
CG10343	114	1623
Jwa	272	4680
Faf2	105	6781
Grip71	350	4990
Irk3	0	4
CG10348	0	0
CG42752	1	0
CG15167	0	0
ham	12	41
CG43814	0	0
CG42502	17	0
CG10570	1	0
CG42305	0	0
CG17325	1	0
Ugt36F1	2	1
Ugt36D1	41	151
Ugt36E1	34	2254
CG17597	166	978
ScpX	247	1519
CG10600	115	7828
CG31752	0	1
CG33120	3	2
CG17321	1	1
CG10602	1150	11692
mRpL13	223	1111
tup	0	0
ssp3	268	5930
CG46304	0	1
CG10428	65	2631
Nedd8	409	3191
CG10621	31	35
CG10623	732	1001
Nak	243	6389
Tango6	147	1992
L2HGDH	25	665
CG10431	10	617
Swip-1	151	2185
EMC5	127	2128
CG15170	1	1
CG15169	1	0
CG46465	0	0
CG10650	12	5
CG31792	0	0
CG31793	49	982
RpL30	976	27564
robl37BC	0	0
CG15172	0	0
Sidpn	0	0
hook	100	1855
CG31800	36	623
mib2	325	6245
Catsup	422	3530
Ttc19	35	254
Acn	473	5999
CG10470	261	2342
l(2)37Bb	102	1256
Rpn3	1613	8998
CG10492	50	10813
Phlpp	0	5
CG10495	47	983
CG10702	22	2479
CG17343	13	0
CG17572	0	0
CG10700	1	0
Lim3	1	0
CG43731	0	0
CG17344	0	0
amd	36	33
CG10561	15	716
Ddc	0	4
l(2)37Cc	915	10931
l(2)37Cb	128	1416
l(2)37Cd	30	1810
AsnRS	1092	5398
DCTN6-p27	103	666
Polr1D	151	272
brat	279	18897
CG17568	13	1492
CG42688	0	0
CG46059	0	169
gammaTub37C	1084	4069
pigeon	24	1307
drl	3	61
CG31797	3	0
CG17564	2	0
CG10750	0	0
dnt	16	1301
CG13086	1	4
CG17349	0	0
CG17350	0	0
fon	32	18
CG17549	34	35
CG17544	46	1171
CG31798	0	9
Pax	186	3699
Lectin-galC1	2	5
lectin-37Da	0	0
lectin-37Db	0	3
CG13085	0	15
Alp12	24	286
RtcB	186	2836
Rab9	30	803
CG10237	558	9260
RanGAP	824	7616
Hs2st	7	3142
Top2	709	33400
CG10026	3	6
tj	399	1521
CG10195	43	541
CG13084	864	1517
CG13083	674	1785
CG10194	56	1193
CG18094	44	590
CG10189	37	338
swm	454	8128
Top3alpha	101	3977
cyst	91	5920
Hasp	0	1
CG10132	1	21
Dpm1	178	1695
CG10137	4	66
CG10165	12	424
CG33116	28	6334
CG31697	0	2
CG13082	1	4
CG13081	1	0
ref(2)P	567	16504
CG10337	14	141
Tep4	394	1251
CG13078	0	0
CG13077	0	1
spi	25	1979
msb1l	216	3971
Pmvk	1	901
Hakai	119	1879
PCNA2	5	12
CG10366	14	1645
Lar	90	111
CG46244	0	0
scw	0	0
CG10462	162	4342
Nf-YB	50	507
CG10631	24	3129
CG10628	77	1341
CG10463	140	849
fbp	38	615
bsh	1	0
CdGAPr	43	4055
CG10466	65	397
fs(2)ltoPP43	83	4303
sick	57	345
CG13962	0	0
CG10481	0	0
TotF	0	0
Victoria	0	0
COX4	1636	7515
CG34051	0	4
CG42866	0	0
CG13965	0	0
CG16772	0	4
CG10680	10	5
OS9	0	0
Hf	2	7
CG43861	2	2
AANATL3	0	0
sNPF	0	0
barr	509	4763
lok	137	22370
vls	108	1946
bwa	77	620
CG10730	2	27
pr	114	2452
neb	139	2073
fok	837	9872
CG10747	74	364
Pyroxd1	20	532
Taf13	171	1111
nesd	209	1437
mRpS18B	108	1655
Kua	0	5
CG13970	0	0
CG10651	0	0
CG17571	0	0
CG17570	0	0
CG12617	0	0
spir	224	8890
La	800	10106
RtGEF	37	3776
Ugt37A1	0	0
CG16798	0	0
CG10947	0	4
CG10949	31	734
Arpc2	238	16728
CG15130	0	0
CG31688	109	2659
CG31683	0	1
CG31687	0	107
CG18858	10	262
Cdc23	94	1731
CG2493	487	2822
CG43233	0	0
CG34007	4	1
CG44270	0	0
CG31677	0	0
CG15475	0	0
CG17472	0	0
CG31680	0	0
Sfp38D	0	1
CG17470	0	12
phr6-4	64	1286
CG2608	67	3106
CG18810	0	5
CG2611	5	404
brun	58	8258
CG2614	123	2086
CG31678	70	2933
IKKepsilon	199	2940
Cen	234	15289
CG2617	5	446
Hr38	0	2
CG9316	0	0
CarT	0	8
TM9SF2	316	7087
Fs(2)Ket	1877	31465
Amacr	60	709
Ns4	123	2609
Rhau	101	2755
dia	381	4396
cad	58	8502
Pomp	1291	4212
vari	106	1418
CG9328	73	4599
CG33322	2	0
CheB38b	0	0
CheB38a	0	0
CheB38c	0	0
CG9331	95	2287
CG31673	192	1903
CG31674	28	251
Oseg5	26	283
Spn38F	0	0
CG31676	30	54
CG14402	0	0
twit	2	4
CG14400	0	0
CG9336	706	1378
CG9338	105	134
CG31675	3	9
CG14401	4	91
CG43739	7	0
sky	45	90
Mtp	203	3969
RPA2	475	6358
CG9272	289	1616
CG9270	0	6
CG42238	10	415
Itgbn	24	86
CG9265	106	3476
tadr	0	14
CG33511	14	0
CG33510	0	0
CG33509	0	0
ppk13	0	0
CG9259	0	0
CG14397	0	0
l(2)05287	464	6750
CG34136	2	8
